 DoctorID, Doctor first name, Doctor last name, Doctor middle name,Primary  specialty code,Primary  specialty description,Secondary specialty code,Secondary specilaty description, Doctor state, Doctor state code, Doctor zip
939761,Zjjjjjjj,Phhhh,Qpppppp,GP,GENERAL PRACTICE,FM,FAMILY MEDICINE,ARIZONA,AZ,85714
4162677,Whhhh,Jttttttt,Tttt,GP,GENERAL PRACTICE,PM,PHYSICAL MEDICINE AND REHABILITATION,NEW YORK,NY,11768
787528,Pgggg,Miiiiiiii,Euuuuu,ADU,ADULT HEALTH (NURSE PRACTITIONERS),EM,EMERGENCY MEDICINE,NEW JERSEY,NJ,7083
5949406,Swwww,Fbbbbbbb,Meeeeeeee,DEN,DENTISTRY,,,NORTH CAROLINA,NC,28214
6236335,Qssss,Ujjjjjj,Q,FM,FAMILY MEDICINE,GP,GENERAL PRACTICE,MICHIGAN,MI,49009
68441602,Qyyyyyyy,Riiiiii,Ayyyyy,RCH,RURAL AND COMMUNITY HEALTH(NURSE PRACTNR),,,MARYLAND,MD,21218
5067161,Aggg,Moooo,H,DEN,DENTISTRY,,,VIRGINIA,VA,22030
9749485,Gfffff,Hqqq,Eppp,DEN,DENTISTRY,,,MICHIGAN,MI,48462
7840943,Xrrrrr,Qzzzz,Ussssssss,DEN,DENTISTRY,,,CALIFORNIA,CA,94549
9433254,Wbbb,Rttttt,Yvv,GS,GENERAL SURGERY,FPS,FACIAL PLASTIC SURGERY,CALIFORNIA,CA,94920
4626567,Mnnnnnn,Qxxxxxx,Wyyyy,AN,ANESTHESIOLOGY,CCA,CRITICAL CARE MEDICINE (ANESTHESIOLOGY),NEW MEXICO,NM,87301
9951094,Lrrrr,Cwwww,G,EM,EMERGENCY MEDICINE,,,OKLAHOMA,OK,74011
8189385,Nwwwwwww,Mhhhhhh,R,OPT,OPTOMETRY,,,,,
6801811,Vzzzz,Gwww,Zxxxxxxxx,PD,PEDIATRICS,,,LOUISIANA,LA,70769
95527,Xkkkkk,Krrrrrrrrrrrrrrrr,  ,HO,HEMATOLOGY/ONCOLOGY,ON,MEDICAL ONCOLOGY,WEST VIRGINIA,WV,24740
6297788,Kgggggg,Gzzzzz,Fzzzzz,CHP,CHILD AND ADOLESCENT PSYCHIATRY,P,PSYCHIATRY,PENNSYLVANIA,PA,17011
9719903,Juuuu,Tuuuu,  ,NEP,NEPHROLOGY,IM,INTERNAL MEDICINE,IDAHO,ID,83201
2272502,Immmmmmmm,Aaaaaaaaa,H,DEN,DENTISTRY,,,NEW YORK,NY,11249
5811096,Tcccc,Qcccccc,D,DEN,DENTISTRY,,,MICHIGAN,MI,49829
4569918,Gvvvvvvv,Bhhhhhhhhhhh,M,EM,EMERGENCY MEDICINE,FM,FAMILY MEDICINE,NEW YORK,NY,10457
6831152,Jvvvvv,Frrrrrrrr,N,CD,CARDIOVASCULAR DISEASE,IM,INTERNAL MEDICINE,NEW JERSEY,NJ,7009
2364071,Utttttt,Nvvvvv,Ljjjjjj,IM,INTERNAL MEDICINE,,,NEW JERSEY,NJ,7003
3849985,Tlllll,Wbbbb,Smmmm,FM,FAMILY MEDICINE,OMM,OSTEOPATHIC MANIPULATIVE MEDICINE,PENNSYLVANIA,PA,19115
9600242,Qkkk,Esssssss,Ciiiiii,GS,GENERAL SURGERY,AN,ANESTHESIOLOGY,LOUISIANA,LA,70112
1342807,Fssss,Lttttt,T,GP,GENERAL PRACTICE,EM,EMERGENCY MEDICINE,,,
8031600,Ahhhh,Azzzzz,Yggggggg,DEN,DENTISTRY,,,FLORIDA,FL,33313
7515220,Xxxxxxx,Shhhhhh,Drrr,DEN,DENTISTRY,,,CALIFORNIA,CA,92704
3156653,Ummm,Yyy,Dkk,EM,EMERGENCY MEDICINE,IM,INTERNAL MEDICINE,VIRGINIA,VA,22205
1273997,Coooo,Njjjjj,Mnnnnn,HSO,HAND SURGERY/ORTHOPEDIC SURGERY,ORS,ORTHOPEDIC SURGERY,NORTH CAROLINA,NC,28412
5327823,Iccccc,Mooooo,Gnnn,GP,GENERAL PRACTICE,OM,OCCUPATIONAL MEDICINE,CALIFORNIA,CA,94514
4422828,Uaa,Vttttttttttt,Q,DEN,DENTISTRY,,,ILLINOIS,IL,60015
9947902,Adddd,Gyyyy,Hbbb,DEN,DENTISTRY,,,UTAH,UT,84095
4225259,Phhhhhh,Dbbb,V,DEN,DENTISTRY,,,NEW YORK,NY,11704
8624149,Orrrrrr,Ossssss,Mttttt,P,PSYCHIATRY,,,KENTUCKY,KY,40511
4831019,Gzzzz,Lxxxxx,Ftttttt,DEN,DENTISTRY,,,NEW MEXICO,NM,88345
1771475,Wkkkkkk,Tiiiiiii,Ymmmm,P,PSYCHIATRY,,,,,
4904296,Zuuuu,Dqqq,Xwwww,ICE,CLINICAL CARDIAC ELECTROPHYSIOLOGY,CD,CARDIOVASCULAR DISEASE,TENNESSEE,TN,38138
4132919,Zrrrr,Yrrrrrrr,Niiiii,DEN,DENTISTRY,,,FLORIDA,FL,34997
2677977,Aggggggg,Raaaaaa,Xgg,GP,GENERAL PRACTICE,,,NEW YORK,NY,14618
9842099,Addddddddddd,Ntttttt,  ,VET,VETERINARY MEDICINE,,,CONNECTICUT,CT,6611
9145415,Aqqqq,Suuuuuu,E,GP,GENERAL PRACTICE,EM,EMERGENCY MEDICINE,NEW YORK,NY,12932
8020450,Yxxxxxx,Ckkkkkkkk,D,PM,PHYSICAL MEDICINE AND REHABILITATION,ADU,ADULT HEALTH (NURSE PRACTITIONERS),ARIZONA,AZ,85015
9105377,Zeeee,Wjjj,Nmmmmmm,IM,INTERNAL MEDICINE,HOS,HOSPITALIST,NEW YORK,NY,10021
2000150,Uqqqq,Mlllllllllllll,U,GP,GENERAL PRACTICE,FM,FAMILY MEDICINE,MASSACHUSETTS,MA,2568
3279545,Ijjjjjj,Acccccccc,L,DEN,DENTISTRY,,,TEXAS,TX,77069
5959454,Fiii,Qoooooo,Cooooo,GP,GENERAL PRACTICE,,,MISSOURI,MO,63376
9816335,Bttt,Nppppp,Eyyyyy,PER,PERIODONTICS,DEN,DENTISTRY,VIRGINIA,VA,20132
6134583,Qjjjjjj,Gggggggg,R,GP,GENERAL PRACTICE,HNS,HEAD AND NECK SURGERY,NEW YORK,NY,11746
1926393,Ytttt,Skkkk,Sbbbbbb,GS,GENERAL SURGERY,ORS,ORTHOPEDIC SURGERY,OHIO,OH,44302
4261191,Ftt,Rjjjjj,H,VET,VETERINARY MEDICINE,,,WISCONSIN,WI,54162
9094802,Ajjjjjj,Gbbbb,Riiii,PD,PEDIATRICS,,,OREGON,OR,97301
2512917,Kvvv,Fyy,L,OPT,OPTOMETRY,,,ILLINOIS,IL,60616
4791801,Zffff,Mtttt,J,OTO,OTOLARYNGOLOGY,,,KANSAS,KS,67601
3734999,Nyyy,Nzzzzzz,Mkkkkkk,MPD,INTERNAL MEDICINE/PEDIATRICS,PD,PEDIATRICS,MONTANA,MT,59901
4234081,Xzzzzz,Bhhhh,X,GP,GENERAL PRACTICE,,,FLORIDA,FL,33301
4929644,Rrrrrr,Sffffff,Jiiiiiiiii,GP,GENERAL PRACTICE,EM,EMERGENCY MEDICINE,MAINE,ME,4240
4514317,Znnnnnnn,Ckkkkkk,E,GP,GENERAL PRACTICE,,,ILLINOIS,IL,61201
1623262,Woooo,Xwwwww,Qnn,FM,FAMILY MEDICINE,FM,FAMILY MEDICINE,MINNESOTA,MN,56031
8862149,Attttt,Suu,Uqq,VET,VETERINARY MEDICINE,,,FLORIDA,FL,34104
8323414,Dlllll,Ldddd,J,VET,VETERINARY MEDICINE,,,MARYLAND,MD,21037
6072116,Spppp,Pnnnnnn,Qrrr,FM,FAMILY MEDICINE,GP,GENERAL PRACTICE,OKLAHOMA,OK,73075
2008441,Ngggggg,Byyy,R,CCS,SURGICAL CRITICAL CARE (SURGERY),GS,GENERAL SURGERY,SOUTH CAROLINA,SC,29572
6332165,Aaaaaaa,Xxxxxxx,  ,FM,FAMILY MEDICINE,,,CALIFORNIA,CA,92324
9113722,Brrrr,Pyyyyy,Brrrrrrr,EM,EMERGENCY MEDICINE,,,TEXAS,TX,77705
65757177,Yiiii,Maaaaaaa,  ,GP,GENERAL PRACTICE,,,TEXAS,TX,75080
57934246,Ckkkkk,Whhhh,T,EM,EMERGENCY MEDICINE,FM,FAMILY MEDICINE,DELAWARE,DE,19713
2725200,Dhhhh,Qrrrr,Yrrrr,GP,GENERAL PRACTICE,,,ILLINOIS,IL,60064
3777788,Ohhhh,Hrrrrr,Nuuuuuuuuuu,MID,MIDWIFERY (CNMS),OBS,OBSTETRICS,GEORGIA,GA,31794
5893471,Coooo,Qnnnnnn,Nssssssss,PED,PEDODONTICS (PEDIATRIC DENTISTRY),DEN,DENTISTRY,FLORIDA,FL,33328
1346778,Accc,Dnnnnn,K,DEN,DENTISTRY,,,INDIANA,IN,46142
1677508,Psssss,Caa,E,DEN,DENTISTRY,,,CALIFORNIA,CA,93465
7977899,Ehhhhh,Fyyyyyyy,Dccccc,DEN,DENTISTRY,,,MINNESOTA,MN,56303
1296546,Yiiii,Oeeee,Y,OBS,OBSTETRICS,OBG,OBSTETRICS AND GYNECOLOGY,,,
9530652,Boooo,Dwwwwww,L,GP,GENERAL PRACTICE,PD,PEDIATRICS,FLORIDA,FL,33604
1140334,Crrr,Nlllll,Vww,FM,FAMILY MEDICINE,,,NEW YORK,NY,11694
7404387,Wjjjjj,Stttttttt,Ezzzz,GP,GENERAL PRACTICE,FM,FAMILY MEDICINE,NORTH CAROLINA,NC,27521
8075286,Bwww,Rtttttt,  ,GS,GENERAL SURGERY,GP,GENERAL PRACTICE,OHIO,OH,44047
251943,Skkkk,Lxxxx,Jmmmmmmmm,GP,GENERAL PRACTICE,HO,HEMATOLOGY/ONCOLOGY,CALIFORNIA,CA,91010
1103471,Txxxxx,Riiii,  ,FM,FAMILY MEDICINE,FP,FAMILY PRACTICE,TEXAS,TX,76909
4423880,Lllll,Mssssss,  ,OBG,OBSTETRICS AND GYNECOLOGY,GYN,GYNECOLOGY,CALIFORNIA,CA,92103
3254928,Rtttttttt,Eppppp,A,CD,CARDIOVASCULAR DISEASE,IM,INTERNAL MEDICINE,MISSOURI,MO,63368
7573595,Ihhhh,Svvvvvvv,Lsssssss,P,PSYCHIATRY,,,ARIZONA,AZ,85701
5675521,Eooooo,Ogggggggg,Ldd,PTH,ANATOMIC/CLINICAL PATHOLOGY,ATP,ANATOMIC PATHOLOGY,NEVADA,NV,89102
2570385,Rtttt,Mmmmmmmmmmm,Rfffff,GS,GENERAL SURGERY,AS,ABDOMINAL SURGERY,KANSAS,KS,67401
1638670,Dmmm,Giiii,Heeeeee,FM,FAMILY MEDICINE,GP,GENERAL PRACTICE,MISSOURI,MO,63103
3275624,Faaaaa,Eqqqqqqq,Oxxxx,ORS,ORTHOPEDIC SURGERY,OSM,SPORTS MEDICINE (ORTHOPEDIC SURGERY),MISSISSIPPI,MS,39581
3289107,Kttttt,Kvvv,Nqqq,GS,GENERAL SURGERY,,,ALABAMA,AL,36301
3216551,Mxxxxx,Guuuuuuuuu,V,FM,FAMILY MEDICINE,EM,EMERGENCY MEDICINE,WISCONSIN,WI,54235
6221872,Immmm,Azzzzzz,Giiiiii,AN,ANESTHESIOLOGY,FM,FAMILY MEDICINE,FLORIDA,FL,33418
4484808,Bjjjjjj,Ossssss,V,GP,GENERAL PRACTICE,EM,EMERGENCY MEDICINE,CALIFORNIA,CA,90806
9038339,Dcccc,Lmmmmm,Ndd,OBG,OBSTETRICS AND GYNECOLOGY,GYN,GYNECOLOGY,NORTH CAROLINA,NC,28741
1586525,Ieee,Kxxxxxx,Ydddddd,IM,INTERNAL MEDICINE,,,ALABAMA,AL,35233
7295390,Qggggg,Mvv,Baa,N,NEUROLOGY,PME,PAIN MEDICINE (RESIDENTS ONLY),CALIFORNIA,CA,92879
5307247,Mwwwwww,Tpppp,Chhh,FM,FAMILY MEDICINE,,,ILLINOIS,IL,60506
6075003,Tlllll,Ieeeee,Sttttt,NS,NEUROLOGICAL SURGERY,,,PENNSYLVANIA,PA,15143
9542600,Ceeeee,Cppppppp,Xhh,PM,PHYSICAL MEDICINE AND REHABILITATION,PMP,PAIN MANAGEMENT(PHYSICAL MED AND REHAB),MASSACHUSETTS,MA,2537
6146514,Lyyyy,Frrrrrr,Jgggg,PM,PHYSICAL MEDICINE AND REHABILITATION,RPM,PEDIATRIC REHABILITATION MEDICINE,MAINE,ME,4401
8097626,Pnnnn,Tzzz,  ,IM,INTERNAL MEDICINE,IMG,GERIATRIC MEDICINE (INTERNAL MEDICINE),OHIO,OH,44035
3553386,Dllll,Lgggggg,Muuuuu,DEN,DENTISTRY,,,PENNSYLVANIA,PA,16417
2060144,Kggggg,Bjjj,Nwwwww,OBG,OBSTETRICS AND GYNECOLOGY,,,NEW YORK,NY,11219
1970506,Vjjjjjjjj,Ycc,D,DEN,DENTISTRY,,,NEW JERSEY,NJ,8902
9781275,Yzzzz,Oaaaa,Krrr,EM,EMERGENCY MEDICINE,,,WISCONSIN,WI,54981
2228218,Baaa,Uqqqqqqqq,W,IM,INTERNAL MEDICINE,END,"ENDOCRINOLOGY, DIABETES AND METABOLISM",,,
7504959,Fxxx,Lmmm,  ,CD,CARDIOVASCULAR DISEASE,IM,INTERNAL MEDICINE,CALIFORNIA,CA,91006
8889596,Cdddd,Lssssss,I,DEN,DENTISTRY,,,ILLINOIS,IL,62549
9869837,Sdddd,Giii,Jjjjjjj,ED,ENDODONTICS,DEN,DENTISTRY,NEW YORK,NY,10017
8954280,Yoooooo,Ellllllll,Zgggggg,IM,INTERNAL MEDICINE,CD,CARDIOVASCULAR DISEASE,CALIFORNIA,CA,94618
9865926,Haaaaa,Ummmm,Unnn,FM,FAMILY MEDICINE,,,,,
3976143,Svvv,Zeeeee,Mttttt,ORS,ORTHOPEDIC SURGERY,,,NEW MEXICO,NM,87109
5354982,Effff,Pqqqqq,Gnnnnn,PM,PHYSICAL MEDICINE AND REHABILITATION,CH,CHIROPRACTIC MEDICINE,MINNESOTA,MN,55121
6539237,Ujjjj,Joooooo,Lqqqqq,ED,ENDODONTICS,DEN,DENTISTRY,CALIFORNIA,CA,91765
8037270,Zaaaa,Fbbbbbbb,Vjjjjj,PDC,PEDIATRIC CARDIOLOGY,PD,PEDIATRICS,NEW YORK,NY,10467
4279159,Ugg,Qvvv,T,GP,GENERAL PRACTICE,FM,FAMILY MEDICINE,PENNSYLVANIA,PA,17104
1645155,Ixxxxx,Fddddd,Issssss,OTO,OTOLARYNGOLOGY,NO,OTOLOGY/NEUROTOLOGY,NEW JERSEY,NJ,7457
9991230,Teee,Raaaa,Liiii,DEN,DENTISTRY,ED,ENDODONTICS,FLORIDA,FL,32210
8611944,Sqqqqqq,Sbbbbbb,Hnnn,AN,ANESTHESIOLOGY,PMM,SPORTS MEDICINE(PHYSICAL MED AND REHAB),CALIFORNIA,CA,92507
2177513,Mll,Pdddddd,Vvvvvv,HOS,HOSPITALIST,IM,INTERNAL MEDICINE,MONTANA,MT,59901
5503310,Yddddd,Gaaaaa,Cvvv,IM,INTERNAL MEDICINE,ADM,ADDICTION MEDICINE (FAMILY PRACTICE),NEW YORK,NY,10605
6908667,Tooo,Beeeee,Meee,P,PSYCHIATRY,GP,GENERAL PRACTICE,NEW YORK,NY,10128
8882444,Ruuuuu,Lnnnn,Rxx,FM,FAMILY MEDICINE,OM,OCCUPATIONAL MEDICINE,ILLINOIS,IL,61401
2926002,Qw,Guuu,Zx,GS,GENERAL SURGERY,GP,GENERAL PRACTICE,GEORGIA,GA,30101
9519004,Zzzzzzzz,Kaaaaaa,Hwwwwww,FM,FAMILY MEDICINE,EM,EMERGENCY MEDICINE,MASSACHUSETTS,MA,2532
9973943,Mnnnnn,Sssssssss,Qqqqq,PD,PEDIATRICS,,,CALIFORNIA,CA,90404
7425149,Hbbb,Essssss,Aeeeeee,GP,GENERAL PRACTICE,AM,AEROSPACE MEDICINE,ILLINOIS,IL,60010
3179881,Sdddd,Byyy,Bvvvvv,DR,DIAGNOSTIC RADIOLOGY,R,RADIOLOGY,CALIFORNIA,CA,91362
88143733,Uppppp,Acccc,Iccccc,CD,CARDIOVASCULAR DISEASE,IM,INTERNAL MEDICINE,NEW JERSEY,NJ,7670
4634551,Laaaaaa,Kiiiii,Vbbb,IM,INTERNAL MEDICINE,HOS,HOSPITALIST,NORTH CAROLINA,NC,28470
4076029,Piiiii,Zjjjj,Oyyyy,AN,ANESTHESIOLOGY,PUD,PULMONARY DISEASE,ARKANSAS,AR,72854
2359475,Rbbb,Vlll,  ,CCM,CRITICAL CARE MEDICINE (INTERNAL MED),IM,INTERNAL MEDICINE,HAWAII,HI,96789
8866288,Ywww,Tiiiiiiii,Chhhhhhhh,PD,PEDIATRICS,CAP,CHILD ABUSE PEDIATRICS,SOUTH CAROLINA,SC,29605
6046867,Aiiii,Hjjjj,Eppppp,DEN,DENTISTRY,,,COLORADO,CO,80016
8235590,Iyyyyy,Bvvvvvv,Coooo,P,PSYCHIATRY,PSY,PSYCHOLOGY,GEORGIA,GA,30602
4759362,Ueeeee,Keeeeeeee,Vvvvv,PED,PEDODONTICS (PEDIATRIC DENTISTRY),DEN,DENTISTRY,NORTH CAROLINA,NC,27587
5141834,Pmmmmmm,Neeeeeee,Svvvvvvv,FM,FAMILY MEDICINE,OMM,OSTEOPATHIC MANIPULATIVE MEDICINE,MASSACHUSETTS,MA,2360
9289227,Kvvv,Iwwww,Leeeee,DEN,DENTISTRY,,,CALIFORNIA,CA,94143
5686963,Dsss,Akkkkk,Ruuuu,DEN,DENTISTRY,,,NORTH CAROLINA,NC,27408
4420636,Qqqqq,Dkkkkkkkkk,S,PD,PEDIATRICS,GP,GENERAL PRACTICE,COLORADO,CO,80634
6574506,Ukkkkkk,Xaaaaaa,Tbbbb,IM,INTERNAL MEDICINE,NEP,NEPHROLOGY,FLORIDA,FL,34994
3029125,Njjjj,Ktttt,Ctt,DEN,DENTISTRY,,,KANSAS,KS,67214
7955251,V,Jooooooo,U,CD,CARDIOVASCULAR DISEASE,CCM,CRITICAL CARE MEDICINE (INTERNAL MED),NEW YORK,NY,10803
9852028,Iuuuu,Ekkkkkkkk,Wjj,PER,PERIODONTICS,DEN,DENTISTRY,TEXAS,TX,77388
2197785,Saaa,Pwwww,K,FM,FAMILY MEDICINE,GYN,GYNECOLOGY,NORTH CAROLINA,NC,28613
7016910,Fwwwww,Zdddddddd,Ubbbbb,IM,INTERNAL MEDICINE,HIV,HIV-AIDS MEDICINE,NEW YORK,NY,11236
5604159,Rffffff,Eooooo,  ,DEN,DENTISTRY,ED,ENDODONTICS,,,
6422161,Aiiiiii,Baaaaa,Illllll,DEN,DENTISTRY,,,NEW JERSEY,NJ,7006
4300395,Eppp,Vzz,H,DEN,DENTISTRY,,,CALIFORNIA,CA,91801
1708680,Ypppp,Eqqqqqq,Tuuu,GP,GENERAL PRACTICE,DEN,DENTISTRY,,,
1381862,Xyyyyyy,Ipppppp,Nnnn,DEN,DENTISTRY,,,MASSACHUSETTS,MA,1609
4948966,Jwwww,Laaaaa,Hll,UCM,URGENT MEDICAL CARE,EM,EMERGENCY MEDICINE,GEORGIA,GA,30909
6412911,Issssss,Kkkkkk,Zqqqqqqq,EM,EMERGENCY MEDICINE,,,OREGON,OR,97401
5126736,Ltttttt,Vbbbb,N,GP,GENERAL PRACTICE,HOS,HOSPITALIST,NORTH CAROLINA,NC,27534
8019664,Heeee,Hfffff,Oqqqq,FM,FAMILY MEDICINE,GP,GENERAL PRACTICE,FLORIDA,FL,33709
6097076,Kwwwww,Ubbbbbbb,Errrrr,PER,PERIODONTICS,DEN,DENTISTRY,WASHINGTON,WA,98028
2767228,Riii,Innnn,Nvvvvvv,PED,PEDODONTICS (PEDIATRIC DENTISTRY),DEN,DENTISTRY,OHIO,OH,44130
2348160,Awwwww,Rzzzzzz,Jpppppppppp,PD,PEDIATRICS,,,IOWA,IA,50401
7961292,Uppp,Jdddddd,Nnnnnn,EM,EMERGENCY MEDICINE,FM,FAMILY MEDICINE,NEW JERSEY,NJ,7932
7371776,Kaa,Fooo,Ukkk,DEN,DENTISTRY,,,,,
6971762,Xssssss,Faaaaaa,Dzzzz,DEN,DENTISTRY,,,GEORGIA,GA,30319
5630428,Pooo,Koooooo,A,GP,GENERAL PRACTICE,FM,FAMILY MEDICINE,MARYLAND,MD,21078
7212394,Ccccc,Ioooooo,R,FM,FAMILY MEDICINE,GP,GENERAL PRACTICE,NEW YORK,NY,12303
4965385,Ciiiiii,Mzzzzzzzzz,  ,WH,WOMEN'S HEALTH,OBG,OBSTETRICS AND GYNECOLOGY,ARIZONA,AZ,85297
6690534,Vtttttt,Deeeee,Tzz,HFT,ADVANCED HEART FAILURE AND TRANSPLANT CARDIOLOGY,CD,CARDIOVASCULAR DISEASE,COLORADO,CO,80045
6219539,Vbbbbb,Yqqqqq,Fuuuuuuuu,POD,PODIATRY,,,ILLINOIS,IL,61802
2940647,Wmmmmmm,Qjjj,Viiiiii,VET,VETERINARY MEDICINE,,,KANSAS,KS,67420
8730289,Lpppp,Taaaaaaa,Wrrr,VET,VETERINARY MEDICINE,,,TEXAS,TX,75032
4491330,Wggggg,Xvvv,B,DEN,DENTISTRY,,,ARIZONA,AZ,85204
1394836,Ptttttt,Kbbbbbbbbbb,Xttttttttt,MID,MIDWIFERY (CNMS),OBS,OBSTETRICS,OREGON,OR,97239
7568610,Tzzzzzz,Oqqqqqqq,Oooooo,FOP,FORENSIC PATHOLOGY,ATP,ANATOMIC PATHOLOGY,LOUISIANA,LA,70112
3994415,Tffffff,Xqqqqq,Xrrrr,ORS,ORTHOPEDIC SURGERY,OAR,ADULT RECONSTRUCTIVE ORTHOPEDICS,GEORGIA,GA,30067
2011713,Cllll,Agg,  ,VET,VETERINARY MEDICINE,,,NEW YORK,NY,14141
7124223,Mgggg,Vqqqqqq,Kddd,GE,GASTROENTEROLOGY,GP,GENERAL PRACTICE,NORTH CAROLINA,NC,28147
6108769,Uwwww,Ueeeeeee,Csss,FM,FAMILY MEDICINE,,,MAINE,ME,4103
9494673,Bllll,Dmmmmmmm,H,GP,GENERAL PRACTICE,ADU,ADULT HEALTH (NURSE PRACTITIONERS),MINNESOTA,MN,55905
5702516,Avvvv,Hccccccc,Ammmmmmm,VET,VETERINARY MEDICINE,,,MISSISSIPPI,MS,39051
2595055,Ynnnn,Geeee,Xbbb,FM,FAMILY MEDICINE,P,PSYCHIATRY,FLORIDA,FL,34237
1177446,Mxxxx,Fuuuuuuu,Xoooo,,,,,NEBRASKA,NE,68506
6451827,Yggggg,Lttttt,Qdddd,DEN,DENTISTRY,,,CALIFORNIA,CA,90650
7830536,Ugggg,Gpppppp,R,VET,VETERINARY MEDICINE,,,,,
5541689,Bmmmmmmmm,Fxxxxx,Wvvv,RCH,RURAL AND COMMUNITY HEALTH(NURSE PRACTNR),OBS,OBSTETRICS,FLORIDA,FL,32301
6247157,Kiiiiii,Qvvvvvvv,E,AC,ACUTE CARE,,,MICHIGAN,MI,49085
3071238,Mnnn,Vbbb,  ,DEN,DENTISTRY,,,OREGON,OR,97062
1047147,Wrrrrr,Gmmmmmmm,O,FM,FAMILY MEDICINE,,,TENNESSEE,TN,38450
3823962,Www,Iuuuu,Idddd,GP,GENERAL PRACTICE,,,CALIFORNIA,CA,92025
7153983,Nssssss,Ycccccc,X,VET,VETERINARY MEDICINE,,,CALIFORNIA,CA,90703
3459913,Znnnnnn,Ollllllll,Kqqqqqq,IM,INTERNAL MEDICINE,IC,INTERVENTIONAL CARDIOLOGY,TENNESSEE,TN,37849
2035060,Gwwww,Mlllll,Kuuuu,GS,GENERAL SURGERY,NS,NEUROLOGICAL SURGERY,OREGON,OR,97401
4122618,Xzzzzz,Ibbb,Uzzzzzzzz,VET,VETERINARY MEDICINE,,,NEW YORK,NY,14094
2952447,Prrrr,Ollllllllll,Pppppppppppppp,IM,INTERNAL MEDICINE,,,ILLINOIS,IL,60005
2780410,Wttttt,Jmm,Hxxxxxx,FM,FAMILY MEDICINE,,,CALIFORNIA,CA,94553
1663326,Viii,Tbbbbbbb,Eyyyyy,GP,GENERAL PRACTICE,PM,PHYSICAL MEDICINE AND REHABILITATION,ALABAMA,AL,35801
2136314,Tzzzzz,Wqqqqqqqqqq,  ,GP,GENERAL PRACTICE,FM,FAMILY MEDICINE,FLORIDA,FL,33496
4279242,Reeee,Wcccccc,Vrrrr,P,PSYCHIATRY,PYM,PSYCHOSOMATIC MEDICINE,NEW YORK,NY,13326
8758652,Bwwwwww,Wllllll,Z,GE,GASTROENTEROLOGY,GP,GENERAL PRACTICE,PENNSYLVANIA,PA,15401
3595051,Wgggggg,Gtttt,Wkkkkk,PCC,PULMONARY CARE CRITICAL MEDICINE,,,UTAH,UT,84401
42074560,Pll,Gppppp,D,DEN,DENTISTRY,,,MISSOURI,MO,64108
7689103,Fbbbbb,Dfff,Rrrrrrrrrrrrrr,FM,FAMILY MEDICINE,FP,FAMILY PRACTICE,NORTH CAROLINA,NC,28144
6170269,Wuuuuuu,Tfffffff,O,OPT,OPTOMETRY,,,SOUTH CAROLINA,SC,29607
2599326,Plll,Lgggg,Mcccccc,DEN,DENTISTRY,,,MISSISSIPPI,MS,39209
1354439,Nuuuu,Liiiii,Zqqqqqqq,MG,MEDICAL GENETICS,PD,PEDIATRICS,NEW JERSEY,NJ,7103
8607844,Wlllll,Goooooo,Ullll,GP,GENERAL PRACTICE,UCM,URGENT MEDICAL CARE,CALIFORNIA,CA,94143
7506371,Kyyy,Ijjjj,U,POS,PODIATRIC FOOT SURGERY,POD,PODIATRY,RHODE ISLAND,RI,2920
6738743,Pnnnnn,Onnnn,Y,MID,MIDWIFERY (CNMS),OBS,OBSTETRICS,MARYLAND,MD,21044
8245005,Pffff,Lrrrrr,Owwwwww,GP,GENERAL PRACTICE,OM,OCCUPATIONAL MEDICINE,CONNECTICUT,CT,6095
1450004,Iiiiiii,Cbbbbbb,Mzzzz,GYN,GYNECOLOGY,OBG,OBSTETRICS AND GYNECOLOGY,,,
5406536,Offffff,Cqqqqq,Bttttt,DEN,DENTISTRY,,,FLORIDA,FL,32303
2172685,Ytttttt,Jbbbb,Gtttt,DEN,DENTISTRY,,,MINNESOTA,MN,56267
3846139,Lmmmm,Ffffffff,Utt,FM,FAMILY MEDICINE,FM,FAMILY MEDICINE,OREGON,OR,97030
2184096,Ehhhh,Attttt,L,DEN,DENTISTRY,,,CALIFORNIA,CA,92604
9254817,Ytttttt,Tpppp,Doooooo,DEN,DENTISTRY,,,ARIZONA,AZ,85382
3373035,Tpppp,Eccc,Iqqqqqqq,DEN,DENTISTRY,,,NEW YORK,NY,11201
8705360,Vvvvv,Paaaaaaa,Gaaaa,GP,GENERAL PRACTICE,NEP,NEPHROLOGY,NORTH CAROLINA,NC,27607
6577900,Hiii,Qlllll,A,DEN,DENTISTRY,PER,PERIODONTICS,VERMONT,VT,5701
8521885,Mnnnnnn,Dgg,Ijjjjjjj,DEN,DENTISTRY,,,WASHINGTON,WA,98208
9196120,Hoooooo,Vzzzzz,Bhhhhh,OTO,OTOLARYNGOLOGY,PHM,PHARMACEUTICAL MEDICINE,TEXAS,TX,75482
1701159,Zppppp,Ezzzzz,Fttt,OBG,OBSTETRICS AND GYNECOLOGY,IM,INTERNAL MEDICINE,NEW YORK,NY,10467
8750358,Ayyyyy,Vwwwwwww,Kffff,IM,INTERNAL MEDICINE,HPM,HOSPICE AND PALLIATIVE MEDICINE,TEXAS,TX,75235
9137443,Hzzz,Qkkkkk,  ,DEN,DENTISTRY,,,CALIFORNIA,CA,95630
9015080,Immmmm,Qffffff,Oxxxxxxx,GP,GENERAL PRACTICE,EM,EMERGENCY MEDICINE,MARYLAND,MD,21701
